ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
6213,Uttar Pradesh,Noida,Locality_92,Villa,2,2565,173.7,0.07,1993,Unfurnished,27,19,32,8,9,Low,Yes,No,"Pool, Gym, Playground, Garden",West,Builder,Ready_to_Move
6214,Uttar Pradesh,Noida,Locality_367,Apartment,1,2096,78.68,0.04,2010,Furnished,16,15,15,1,5,Low,Yes,Yes,"Pool, Gym",South,Owner,Ready_to_Move
6215,Uttarakhand,Dehradun,Locality_438,Independent House,2,4539,493.87,0.11,2017,Unfurnished,7,30,8,3,8,Low,Yes,No,"Playground, Gym",West,Broker,Under_Construction
6216,Karnataka,Mysore,Locality_273,Apartment,5,4735,139.87,0.03,2019,Semi-furnished,28,16,6,9,9,Medium,Yes,No,"Clubhouse, Gym",East,Builder,Under_Construction
6217,Tamil Nadu,Coimbatore,Locality_5,Apartment,1,4686,467.85,0.1,2019,Furnished,11,13,6,1,4,Medium,Yes,Yes,"Gym, Clubhouse, Pool, Playground, Garden",West,Broker,Ready_to_Move
6218,Jharkhand,Jamshedpur,Locality_194,Villa,2,2351,302.05,0.13,2005,Unfurnished,13,5,20,8,5,High,No,No,"Clubhouse, Garden, Playground, Gym, Pool",West,Broker,Ready_to_Move
6219,Assam,Silchar,Locality_362,Apartment,2,635,458.95,0.72,2000,Semi-furnished,7,17,25,7,6,Low,No,Yes,"Clubhouse, Gym, Pool, Garden",East,Owner,Under_Construction
6220,Delhi,New Delhi,Locality_265,Villa,1,4375,310.68,0.07,2015,Semi-furnished,15,20,10,5,2,Low,Yes,No,"Clubhouse, Garden",South,Broker,Under_Construction
6221,Odisha,Cuttack,Locality_325,Apartment,4,1422,475.53,0.33,2017,Semi-furnished,25,8,8,2,7,Low,No,No,"Garden, Pool",East,Owner,Under_Construction
6222,Uttarakhand,Dehradun,Locality_104,Independent House,5,4766,417.31,0.09,2002,Semi-furnished,21,1,23,6,3,Medium,No,Yes,"Garden, Gym",West,Owner,Ready_to_Move
6223,Kerala,Kochi,Locality_382,Independent House,5,4657,336.86,0.07,2018,Semi-furnished,0,7,7,10,9,High,Yes,Yes,"Gym, Playground, Garden, Pool, Clubhouse",North,Broker,Under_Construction
6224,Telangana,Warangal,Locality_310,Apartment,3,508,56.1,0.11,2017,Semi-furnished,23,1,8,9,5,High,Yes,Yes,"Clubhouse, Playground, Pool, Garden",East,Broker,Ready_to_Move
6225,Uttarakhand,Haridwar,Locality_383,Villa,5,2882,341.08,0.12,1991,Unfurnished,21,6,34,8,5,High,Yes,Yes,"Clubhouse, Garden",East,Builder,Under_Construction
6226,Haryana,Faridabad,Locality_359,Independent House,5,1459,312.4,0.21,1999,Semi-furnished,9,21,26,6,10,Medium,Yes,No,"Garden, Gym, Playground",West,Builder,Under_Construction
6227,Punjab,Ludhiana,Locality_411,Independent House,4,1450,388.41,0.27,2018,Furnished,12,9,7,1,9,Low,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",West,Builder,Ready_to_Move
6228,Assam,Guwahati,Locality_345,Villa,4,3148,150.8,0.05,2019,Semi-furnished,8,8,6,10,9,Low,Yes,Yes,"Clubhouse, Playground, Pool",North,Broker,Ready_to_Move
6229,Jharkhand,Ranchi,Locality_286,Independent House,4,2969,366.08,0.12,2014,Furnished,4,26,11,7,1,Low,No,Yes,"Gym, Pool",East,Owner,Under_Construction
6230,Uttarakhand,Haridwar,Locality_149,Villa,3,4435,404.17,0.09,2007,Semi-furnished,12,24,18,3,7,Low,Yes,Yes,"Gym, Garden, Pool, Playground",South,Broker,Under_Construction
6231,Madhya Pradesh,Indore,Locality_454,Apartment,5,3401,84.84,0.02,2020,Furnished,21,13,5,10,10,Low,No,No,"Gym, Playground",East,Broker,Under_Construction
6232,West Bengal,Durgapur,Locality_433,Independent House,4,1501,362.46,0.24,2012,Furnished,13,10,13,10,7,Low,Yes,Yes,"Pool, Clubhouse, Gym, Garden",East,Broker,Under_Construction
6233,Uttarakhand,Haridwar,Locality_357,Independent House,4,2875,435.26,0.15,2014,Unfurnished,18,12,11,8,7,Medium,Yes,No,"Pool, Garden, Clubhouse",West,Builder,Ready_to_Move
6234,Jharkhand,Jamshedpur,Locality_432,Villa,1,1119,349.78,0.31,1994,Furnished,8,5,31,4,7,Low,No,No,"Garden, Pool, Clubhouse, Playground",South,Broker,Ready_to_Move
6235,Odisha,Bhubaneswar,Locality_42,Apartment,4,997,483.41,0.48,1995,Furnished,3,21,30,5,9,High,No,No,"Playground, Gym, Pool, Clubhouse, Garden",West,Broker,Ready_to_Move
6236,Assam,Silchar,Locality_138,Apartment,5,3334,149.47,0.04,2007,Unfurnished,27,23,18,1,4,High,No,No,Garden,East,Builder,Under_Construction
6237,Odisha,Bhubaneswar,Locality_457,Villa,5,1609,99.99,0.06,1994,Furnished,6,28,31,2,8,High,Yes,Yes,"Playground, Clubhouse, Gym",West,Broker,Under_Construction
6238,Odisha,Cuttack,Locality_403,Independent House,3,777,342.79,0.44,2014,Furnished,5,21,11,10,3,High,No,No,"Clubhouse, Garden",East,Broker,Ready_to_Move
6239,Gujarat,Surat,Locality_222,Apartment,1,1527,59.53,0.04,2013,Semi-furnished,2,20,12,6,3,High,Yes,No,"Clubhouse, Playground, Gym, Pool",South,Broker,Under_Construction
6240,Uttarakhand,Haridwar,Locality_462,Villa,3,4371,261.13,0.06,2002,Semi-furnished,17,29,23,5,2,Medium,No,Yes,"Playground, Clubhouse",West,Builder,Under_Construction
6241,Rajasthan,Jaipur,Locality_496,Independent House,1,3594,147.92,0.04,2017,Unfurnished,2,15,8,3,7,Low,No,No,"Clubhouse, Garden",North,Broker,Ready_to_Move
6242,Kerala,Kochi,Locality_54,Independent House,3,4788,26.43,0.01,1993,Semi-furnished,25,8,32,8,10,Medium,No,No,"Gym, Clubhouse, Garden",North,Builder,Ready_to_Move
6243,Uttar Pradesh,Noida,Locality_340,Independent House,5,1391,145.37,0.1,2017,Semi-furnished,19,22,8,3,5,High,Yes,No,Clubhouse,South,Broker,Ready_to_Move
6244,Maharashtra,Pune,Locality_205,Independent House,5,2050,102.66,0.05,1999,Unfurnished,24,8,26,9,9,Low,No,No,"Garden, Clubhouse, Gym",East,Owner,Under_Construction
6245,Tamil Nadu,Coimbatore,Locality_84,Apartment,2,555,223.57,0.4,1991,Semi-furnished,0,13,34,1,9,High,Yes,Yes,"Clubhouse, Playground",South,Owner,Ready_to_Move
6246,Maharashtra,Mumbai,Locality_133,Apartment,3,3689,237.11,0.06,1994,Semi-furnished,27,2,31,8,3,Medium,Yes,No,"Gym, Pool, Garden, Playground",North,Broker,Ready_to_Move
6247,Bihar,Patna,Locality_281,Villa,5,2355,184.11,0.08,1991,Semi-furnished,15,8,34,6,5,High,No,No,"Clubhouse, Pool",East,Builder,Ready_to_Move
6248,Tamil Nadu,Chennai,Locality_123,Villa,2,3006,157.51,0.05,2017,Furnished,30,2,8,8,8,High,No,No,"Garden, Pool",East,Owner,Ready_to_Move
6249,Uttar Pradesh,Noida,Locality_46,Villa,5,1062,14.58,0.01,2021,Semi-furnished,17,24,4,1,4,High,Yes,Yes,Gym,South,Broker,Under_Construction
6250,Uttarakhand,Dehradun,Locality_497,Independent House,1,2952,494.55,0.17,2008,Furnished,16,17,17,2,1,Low,Yes,Yes,"Gym, Playground, Garden, Pool",East,Builder,Ready_to_Move
6251,Telangana,Warangal,Locality_30,Villa,4,675,318.9,0.47,2020,Unfurnished,16,21,5,5,3,Low,No,No,"Pool, Garden, Gym, Clubhouse",North,Builder,Ready_to_Move
6252,Telangana,Warangal,Locality_331,Apartment,1,2267,261.52,0.12,2014,Semi-furnished,6,10,11,2,3,Medium,No,No,"Playground, Clubhouse, Pool, Gym",East,Broker,Ready_to_Move
6253,Karnataka,Bangalore,Locality_118,Independent House,4,1772,406.18,0.23,2016,Furnished,2,19,9,8,6,High,No,Yes,"Clubhouse, Playground, Garden",West,Owner,Ready_to_Move
6254,Haryana,Gurgaon,Locality_434,Villa,3,3477,335.11,0.1,2010,Semi-furnished,9,12,15,8,1,Medium,Yes,No,"Gym, Playground, Garden",North,Broker,Under_Construction
6255,Madhya Pradesh,Bhopal,Locality_216,Apartment,5,4744,79.62,0.02,2014,Semi-furnished,26,29,11,4,4,High,Yes,Yes,"Gym, Pool, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
6256,Chhattisgarh,Raipur,Locality_442,Independent House,1,4280,455.61,0.11,1992,Semi-furnished,16,2,33,9,2,Medium,Yes,Yes,"Garden, Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
6257,Uttar Pradesh,Noida,Locality_215,Apartment,2,517,175.6,0.34,2018,Unfurnished,29,1,7,1,7,High,No,No,Gym,South,Builder,Under_Construction
6258,Maharashtra,Nagpur,Locality_129,Apartment,1,2392,115.71,0.05,2021,Unfurnished,30,22,4,9,9,High,No,No,Pool,North,Owner,Under_Construction
6259,Uttar Pradesh,Noida,Locality_165,Independent House,4,3629,321.3,0.09,2021,Unfurnished,12,6,4,4,1,Medium,Yes,Yes,"Garden, Gym",North,Builder,Ready_to_Move
6260,Kerala,Kochi,Locality_267,Villa,3,4554,340.29,0.07,2013,Semi-furnished,0,21,12,8,9,Low,Yes,No,"Garden, Clubhouse",South,Builder,Under_Construction
6261,Punjab,Ludhiana,Locality_404,Independent House,2,4992,24.93,0.0,1991,Unfurnished,19,29,34,4,6,Low,Yes,No,"Pool, Clubhouse, Gym, Garden, Playground",South,Owner,Ready_to_Move
6262,Delhi,New Delhi,Locality_479,Apartment,3,2952,432.11,0.15,1997,Furnished,17,25,28,4,8,High,No,No,"Garden, Pool",West,Builder,Ready_to_Move
6263,Kerala,Trivandrum,Locality_354,Independent House,3,4488,472.93,0.11,2006,Furnished,2,7,19,10,9,Medium,No,Yes,"Clubhouse, Gym, Garden, Pool",West,Builder,Under_Construction
6264,Kerala,Trivandrum,Locality_311,Independent House,3,1045,209.35,0.2,2009,Semi-furnished,26,13,16,9,2,High,Yes,No,Garden,South,Owner,Under_Construction
6265,Assam,Silchar,Locality_30,Independent House,5,4645,279.96,0.06,2013,Unfurnished,17,28,12,9,9,Low,No,No,"Playground, Clubhouse",West,Builder,Under_Construction
6266,Chhattisgarh,Raipur,Locality_445,Independent House,3,4636,263.41,0.06,2007,Semi-furnished,29,20,18,2,10,Medium,No,Yes,Playground,West,Broker,Ready_to_Move
6267,Haryana,Gurgaon,Locality_176,Independent House,2,3225,119.48,0.04,1995,Unfurnished,7,25,30,9,4,Low,Yes,No,"Playground, Pool",North,Owner,Under_Construction
6268,Maharashtra,Pune,Locality_270,Independent House,4,2265,292.89,0.13,2002,Unfurnished,5,2,23,4,9,Low,Yes,Yes,Clubhouse,South,Owner,Under_Construction
6269,Tamil Nadu,Coimbatore,Locality_455,Villa,4,2205,10.78,0.0,1997,Unfurnished,25,6,28,10,2,High,Yes,Yes,"Clubhouse, Pool, Gym, Garden, Playground",East,Builder,Ready_to_Move
6270,Haryana,Gurgaon,Locality_173,Independent House,3,1605,294.21,0.18,1999,Semi-furnished,5,15,26,10,9,Medium,No,No,"Pool, Garden",East,Broker,Under_Construction
6271,Haryana,Faridabad,Locality_430,Villa,2,1625,395.41,0.24,2015,Furnished,8,30,10,9,3,Medium,Yes,Yes,"Playground, Pool, Clubhouse",East,Builder,Under_Construction
6272,Andhra Pradesh,Vishakhapatnam,Locality_110,Apartment,2,2703,60.67,0.02,2017,Semi-furnished,14,29,8,1,10,Medium,Yes,Yes,"Garden, Pool, Gym, Playground",South,Owner,Ready_to_Move
6273,Jharkhand,Jamshedpur,Locality_298,Independent House,1,4226,207.24,0.05,1999,Furnished,13,30,26,6,8,Low,No,Yes,"Clubhouse, Garden, Playground, Gym",East,Owner,Ready_to_Move
6274,Uttarakhand,Dehradun,Locality_32,Villa,5,883,406.54,0.46,2009,Unfurnished,7,29,16,3,7,Low,No,No,"Gym, Clubhouse, Garden, Playground",South,Owner,Under_Construction
6275,Maharashtra,Mumbai,Locality_396,Villa,4,1674,447.81,0.27,2000,Furnished,20,14,25,2,9,Medium,No,No,"Garden, Gym, Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
6276,Gujarat,Ahmedabad,Locality_258,Villa,4,2777,453.46,0.16,2015,Unfurnished,21,5,10,10,8,High,Yes,Yes,"Playground, Garden, Gym",North,Broker,Ready_to_Move
6277,Uttar Pradesh,Noida,Locality_166,Independent House,2,1131,391.99,0.35,2013,Semi-furnished,15,10,12,5,7,Medium,No,Yes,"Pool, Clubhouse, Garden, Playground",West,Builder,Under_Construction
6278,Haryana,Gurgaon,Locality_84,Independent House,4,3398,231.23,0.07,1999,Semi-furnished,21,8,26,3,7,Low,No,No,"Pool, Garden, Playground, Clubhouse",North,Builder,Ready_to_Move
6279,Haryana,Gurgaon,Locality_300,Villa,4,3818,100.61,0.03,1991,Semi-furnished,27,16,34,5,6,Medium,No,No,"Playground, Pool, Clubhouse, Garden",West,Owner,Under_Construction
6280,Odisha,Bhubaneswar,Locality_36,Independent House,5,4124,41.75,0.01,2013,Furnished,1,9,12,7,10,Medium,Yes,No,"Clubhouse, Garden, Gym",South,Broker,Ready_to_Move
6281,Odisha,Cuttack,Locality_31,Apartment,3,4133,257.59,0.06,2019,Semi-furnished,26,3,6,6,10,Medium,Yes,No,Gym,South,Builder,Ready_to_Move
6282,Karnataka,Bangalore,Locality_279,Apartment,3,1298,248.67,0.19,2002,Furnished,7,20,23,3,4,Low,No,Yes,"Playground, Gym, Garden",West,Owner,Ready_to_Move
6283,West Bengal,Kolkata,Locality_227,Independent House,3,4260,203.05,0.05,2019,Unfurnished,16,14,6,8,5,Medium,No,No,"Playground, Gym, Clubhouse, Pool, Garden",East,Owner,Ready_to_Move
6284,Odisha,Bhubaneswar,Locality_196,Villa,5,974,182.89,0.19,1996,Unfurnished,14,18,29,9,7,Medium,Yes,No,Playground,South,Builder,Ready_to_Move
6285,West Bengal,Kolkata,Locality_151,Villa,5,1032,162.99,0.16,2001,Semi-furnished,30,10,24,5,9,Medium,Yes,Yes,Gym,North,Builder,Under_Construction
6286,Bihar,Patna,Locality_158,Apartment,2,1266,142.58,0.11,2007,Unfurnished,24,21,18,7,9,Medium,No,No,"Playground, Pool, Gym, Clubhouse, Garden",West,Broker,Under_Construction
6287,Chhattisgarh,Raipur,Locality_391,Independent House,4,2292,213.24,0.09,2023,Semi-furnished,3,9,2,6,5,Low,Yes,Yes,"Playground, Garden, Pool, Clubhouse, Gym",South,Broker,Ready_to_Move
6288,Haryana,Faridabad,Locality_462,Independent House,2,2325,219.87,0.09,1996,Semi-furnished,14,21,29,1,3,Medium,Yes,Yes,Playground,West,Builder,Ready_to_Move
6289,Bihar,Patna,Locality_384,Independent House,4,1763,30.92,0.02,1998,Semi-furnished,29,2,27,9,5,High,No,Yes,Gym,South,Owner,Ready_to_Move
6290,Telangana,Warangal,Locality_376,Villa,3,4371,400.71,0.09,2001,Furnished,6,21,24,3,6,Low,No,Yes,"Clubhouse, Garden, Gym",East,Owner,Ready_to_Move
6291,Karnataka,Bangalore,Locality_418,Villa,4,3325,134.37,0.04,2013,Semi-furnished,2,14,12,1,3,Medium,No,No,"Pool, Playground, Clubhouse",East,Builder,Under_Construction
6292,Assam,Guwahati,Locality_374,Independent House,1,1450,159.86,0.11,2009,Unfurnished,20,28,16,1,1,Medium,No,No,Playground,South,Owner,Under_Construction
6293,Kerala,Kochi,Locality_289,Independent House,5,3713,213.01,0.06,2013,Unfurnished,14,21,12,2,6,Low,Yes,Yes,"Garden, Playground, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
6294,Jharkhand,Jamshedpur,Locality_248,Villa,2,2268,75.75,0.03,1991,Unfurnished,23,7,34,1,9,Low,No,Yes,Clubhouse,East,Builder,Ready_to_Move
6295,Haryana,Gurgaon,Locality_256,Villa,1,4663,33.05,0.01,2012,Semi-furnished,1,27,13,6,10,Low,No,No,"Garden, Playground, Clubhouse",South,Owner,Under_Construction
6296,Chhattisgarh,Bilaspur,Locality_430,Independent House,4,1876,459.07,0.24,2000,Furnished,1,1,25,4,1,Medium,Yes,No,Garden,South,Owner,Ready_to_Move
6297,Chhattisgarh,Bilaspur,Locality_365,Independent House,4,4060,332.87,0.08,2004,Unfurnished,27,3,21,1,3,High,No,Yes,"Gym, Pool, Garden, Playground, Clubhouse",North,Broker,Ready_to_Move
6298,Maharashtra,Nagpur,Locality_367,Apartment,1,728,277.76,0.38,1990,Furnished,16,12,35,1,6,High,Yes,No,"Clubhouse, Garden, Pool, Playground",West,Owner,Ready_to_Move
6299,Uttar Pradesh,Lucknow,Locality_407,Apartment,1,2536,282.01,0.11,2018,Furnished,21,30,7,3,4,High,Yes,Yes,"Pool, Clubhouse, Garden, Playground, Gym",North,Builder,Ready_to_Move
6300,Jharkhand,Ranchi,Locality_27,Apartment,2,1342,444.86,0.33,2009,Semi-furnished,13,3,16,6,5,High,No,No,Pool,North,Builder,Under_Construction
6301,Haryana,Gurgaon,Locality_104,Apartment,1,4879,338.86,0.07,2017,Semi-furnished,29,23,8,2,5,Medium,No,No,"Clubhouse, Garden",East,Builder,Under_Construction
6302,Madhya Pradesh,Indore,Locality_128,Apartment,2,4053,244.9,0.06,2010,Unfurnished,27,26,15,7,6,Low,Yes,No,"Gym, Clubhouse, Garden, Playground, Pool",North,Broker,Ready_to_Move
6303,Delhi,Dwarka,Locality_182,Villa,1,1582,89.55,0.06,2014,Furnished,11,18,11,4,9,High,Yes,Yes,Clubhouse,West,Builder,Ready_to_Move
6304,West Bengal,Kolkata,Locality_313,Independent House,1,542,13.27,0.02,2015,Furnished,9,3,10,10,1,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Playground, Gym",South,Broker,Under_Construction
6305,Punjab,Ludhiana,Locality_89,Villa,3,3372,386.03,0.11,2008,Semi-furnished,0,16,17,9,3,High,Yes,No,"Clubhouse, Pool, Playground, Garden, Gym",West,Broker,Ready_to_Move
6306,Maharashtra,Mumbai,Locality_10,Independent House,3,701,466.39,0.67,1994,Furnished,18,11,31,4,4,Medium,No,Yes,"Playground, Clubhouse",West,Builder,Under_Construction
6307,Haryana,Faridabad,Locality_87,Villa,4,1804,307.04,0.17,1990,Unfurnished,17,25,35,3,4,High,Yes,Yes,Garden,West,Owner,Ready_to_Move
6308,Andhra Pradesh,Vishakhapatnam,Locality_34,Apartment,4,3449,320.39,0.09,2008,Furnished,18,7,17,4,9,Medium,Yes,No,"Clubhouse, Garden, Playground, Pool",North,Broker,Ready_to_Move
6309,Chhattisgarh,Raipur,Locality_289,Villa,4,3875,302.33,0.08,2020,Semi-furnished,16,10,5,1,6,High,Yes,No,"Gym, Clubhouse, Pool, Garden",South,Owner,Under_Construction
6310,Gujarat,Ahmedabad,Locality_213,Apartment,5,2045,294.73,0.14,1995,Unfurnished,13,23,30,10,1,High,No,No,"Clubhouse, Gym, Garden, Pool",South,Owner,Under_Construction
6311,Jharkhand,Jamshedpur,Locality_476,Villa,3,1660,205.04,0.12,2005,Furnished,27,13,20,4,5,High,Yes,Yes,Playground,West,Builder,Ready_to_Move
6312,Uttarakhand,Dehradun,Locality_208,Villa,5,3859,493.48,0.13,2022,Semi-furnished,23,2,3,1,2,Medium,Yes,Yes,"Clubhouse, Garden",South,Broker,Ready_to_Move
6313,Andhra Pradesh,Vijayawada,Locality_323,Villa,1,1736,488.36,0.28,2004,Semi-furnished,22,23,21,3,7,High,No,Yes,"Gym, Playground, Clubhouse, Pool",East,Builder,Ready_to_Move
6314,Gujarat,Surat,Locality_452,Apartment,4,4524,146.26,0.03,2001,Furnished,9,18,24,8,8,Medium,Yes,Yes,"Gym, Pool, Garden, Playground, Clubhouse",West,Broker,Under_Construction
6315,Uttarakhand,Dehradun,Locality_123,Independent House,1,4744,485.96,0.1,2012,Unfurnished,28,26,13,2,3,High,No,Yes,"Clubhouse, Pool, Garden, Playground",South,Broker,Ready_to_Move
6316,Tamil Nadu,Chennai,Locality_13,Independent House,4,730,32.22,0.04,2000,Semi-furnished,28,13,25,1,1,High,Yes,Yes,"Pool, Gym, Clubhouse",East,Broker,Under_Construction
6317,Kerala,Trivandrum,Locality_253,Apartment,1,4806,283.9,0.06,2014,Furnished,19,1,11,6,10,High,No,No,"Clubhouse, Pool, Gym, Playground",North,Builder,Ready_to_Move
6318,Haryana,Faridabad,Locality_375,Apartment,5,3639,216.32,0.06,1993,Unfurnished,20,24,32,2,9,Low,No,No,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
6319,Karnataka,Bangalore,Locality_124,Independent House,4,1950,495.01,0.25,1994,Unfurnished,4,9,31,6,5,High,Yes,Yes,"Playground, Pool, Garden",North,Builder,Ready_to_Move
6320,Punjab,Amritsar,Locality_64,Independent House,1,4790,443.58,0.09,2019,Semi-furnished,29,20,6,1,4,High,Yes,No,"Clubhouse, Playground, Garden, Pool, Gym",North,Builder,Ready_to_Move
6321,Telangana,Hyderabad,Locality_197,Independent House,2,2404,128.71,0.05,2016,Unfurnished,15,5,9,10,9,Low,No,Yes,"Playground, Pool, Gym",West,Owner,Ready_to_Move
6322,Delhi,Dwarka,Locality_88,Villa,3,2101,433.41,0.21,2014,Unfurnished,12,18,11,9,1,Low,No,No,"Gym, Playground",North,Broker,Under_Construction
6323,Odisha,Cuttack,Locality_326,Apartment,1,2245,376.61,0.17,1991,Semi-furnished,20,11,34,4,6,Low,No,Yes,Clubhouse,South,Broker,Under_Construction
6324,Rajasthan,Jodhpur,Locality_222,Apartment,4,684,405.47,0.59,2014,Furnished,12,21,11,1,7,Medium,No,No,"Playground, Gym, Garden",West,Broker,Ready_to_Move
6325,Madhya Pradesh,Indore,Locality_315,Independent House,2,3053,276.42,0.09,2004,Semi-furnished,25,2,21,8,5,Medium,No,Yes,"Playground, Pool, Garden, Clubhouse, Gym",North,Owner,Under_Construction
6326,Bihar,Gaya,Locality_429,Apartment,3,1500,122.44,0.08,2003,Furnished,27,25,22,5,7,Low,No,No,"Pool, Garden, Playground, Clubhouse, Gym",North,Owner,Ready_to_Move
6327,Kerala,Trivandrum,Locality_88,Villa,3,2468,354.62,0.14,1992,Furnished,10,15,33,6,2,High,No,No,"Gym, Playground, Pool, Garden, Clubhouse",South,Owner,Under_Construction
6328,Uttar Pradesh,Lucknow,Locality_202,Independent House,2,4195,93.5,0.02,2010,Unfurnished,3,6,15,8,2,High,Yes,No,Clubhouse,East,Broker,Under_Construction
6329,Assam,Guwahati,Locality_342,Villa,5,1482,46.78,0.03,2009,Furnished,4,30,16,10,7,High,Yes,Yes,"Gym, Clubhouse, Pool",East,Owner,Ready_to_Move
6330,Kerala,Trivandrum,Locality_110,Independent House,5,4529,459.6,0.1,2022,Furnished,2,8,3,10,7,High,No,No,"Gym, Clubhouse, Pool, Garden",North,Builder,Under_Construction
6331,Gujarat,Ahmedabad,Locality_137,Independent House,2,746,34.69,0.05,2008,Semi-furnished,11,23,17,8,10,Low,Yes,No,"Pool, Clubhouse, Garden, Gym",North,Owner,Ready_to_Move
6332,Tamil Nadu,Coimbatore,Locality_111,Villa,2,4370,163.29,0.04,1990,Furnished,17,30,35,10,7,High,Yes,No,"Gym, Clubhouse",South,Broker,Ready_to_Move
6333,Madhya Pradesh,Bhopal,Locality_239,Apartment,3,665,479.03,0.72,2004,Semi-furnished,30,22,21,6,4,Low,No,Yes,"Playground, Garden, Gym",West,Builder,Under_Construction
6334,Karnataka,Mysore,Locality_61,Villa,4,1026,229.42,0.22,1992,Furnished,27,24,33,8,9,Medium,Yes,Yes,Playground,South,Builder,Under_Construction
6335,Uttar Pradesh,Noida,Locality_74,Apartment,4,516,443.42,0.86,1992,Furnished,26,8,33,10,1,High,No,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Builder,Ready_to_Move
6336,Delhi,Dwarka,Locality_420,Independent House,4,1730,223.48,0.13,2011,Furnished,22,2,14,7,5,High,Yes,No,Pool,East,Builder,Ready_to_Move
6337,Bihar,Gaya,Locality_9,Villa,1,4513,29.7,0.01,2001,Furnished,28,27,24,7,5,High,Yes,Yes,"Gym, Pool",East,Builder,Under_Construction
6338,Assam,Guwahati,Locality_399,Villa,3,4685,128.92,0.03,1991,Semi-furnished,0,9,34,6,4,Medium,No,Yes,"Gym, Playground, Clubhouse, Garden",South,Builder,Under_Construction
6339,Maharashtra,Nagpur,Locality_480,Apartment,5,1916,145.26,0.08,2022,Furnished,12,8,3,4,5,High,No,No,"Clubhouse, Playground, Gym",South,Builder,Ready_to_Move
6340,Odisha,Bhubaneswar,Locality_282,Apartment,5,3097,239.77,0.08,2014,Furnished,28,17,11,4,5,Low,No,No,"Garden, Clubhouse",South,Owner,Ready_to_Move
6341,Assam,Guwahati,Locality_278,Villa,1,2919,62.47,0.02,2013,Unfurnished,6,12,12,10,3,Low,No,Yes,"Gym, Garden",North,Owner,Under_Construction
6342,West Bengal,Kolkata,Locality_315,Apartment,4,3137,426.36,0.14,1990,Semi-furnished,22,27,35,4,5,Low,Yes,No,Garden,South,Broker,Ready_to_Move
6343,Uttar Pradesh,Noida,Locality_490,Villa,2,2655,486.21,0.18,2015,Furnished,20,12,10,4,2,High,Yes,Yes,"Playground, Gym",East,Broker,Ready_to_Move
6344,Haryana,Gurgaon,Locality_294,Villa,3,1223,87.8,0.07,2014,Unfurnished,22,5,11,2,5,High,No,Yes,"Gym, Playground, Pool, Garden, Clubhouse",South,Broker,Under_Construction
6345,Odisha,Cuttack,Locality_451,Villa,2,2006,81.83,0.04,2007,Furnished,14,14,18,9,1,High,No,Yes,"Garden, Playground, Clubhouse, Gym, Pool",West,Broker,Ready_to_Move
